,publishedAt,author,comment
452,2025-07-01T05:02:21Z,@Astuti-vj9xx,Semua itu dalangnya jokowi.tapi prabowo cuma omon2 mau berantas korupsi.gk usah berfikir untuk balas budi kejokowi.pikirkan indonesia biar maju
453,2025-07-01T05:01:46Z,@bang-JO-x7j,Jahat memang Mulyono .
454,2025-07-01T05:00:55Z,@arifaarifa5948,Enak ya melemparkan bola ke orang lain sementara uangnya mengalir utk siapa😅
455,2025-07-01T05:00:15Z,@Sunarmiaan,Kenapa seperti brutal di bagian mana2 yg kesempatan jd pejabat proyek sarat dng uang selalu dikorupsi  heran saya
456,2025-07-01T04:56:23Z,@Supriyanto-y1z,"Menteri tidak ada yang jujur,keluar jalur arahan Presiden"
457,2025-07-01T04:55:31Z,@Supriyanto-y1z,Pengarahan presiden bener menterinya keluar jalur apa tidak😂
458,2025-07-01T04:53:16Z,@diansastro-we6rz,Paling Jokowi ditanya jawabnya GK tau emang gitu dia mah cuma 2 keahlian dia kalo nggk Bohong sama nggak tahu tuh keahlian nya Jokowi
459,2025-07-01T04:52:04Z,@elissiti8590,SEHAT SLL PANJANG UMUR.PAK  TOM...MANTAP PAK TOM...RAKYAT INDONESIA TDK PERCAYA   KLO PAK TOM YG TERLIBAT KORUP....TP KLO JOKOWI KORUP RAKYAT SANGAT PERCAYA SEKALI SM RAJA PEMBOHONG DAN RAJA KEPALSUAAN...BONGKAR SMUA KEBOROKAN JOKOWI PAK TOM ..RAKYAT INDONESIA MENUNGGU JOKOWI MSK BUI.....KLO HAKIM TDK BS MEMENJARAKAN JOKOWI... BUBARKAN SCR PAKSA HAKIM...TDK ADA GUNA ...D GAJI SM RAKYAT ..DR PAJAK RAKYAT...GAK TAU MALU
460,2025-07-01T04:51:50Z,@suhadisuhadi6767,yah dah pd tau kan biang koreknya🤣
461,2025-07-01T04:51:38Z,@rsudaryanto8162,"Ya iyalah mana mungkin bawahan bertindak semaunya sendiri, pasti atasan lah yg perintah. Jadi jangan takut pak Lembong demi kebenaran, jangan mau derita sendiri seret jokowi dia sekarang bukan atasan anda."
462,2025-07-01T04:51:25Z,@kangmuschanel6897,Mulyono seret
463,2025-07-01T04:50:56Z,@HepiRosnita,"Jokowi. Jangan terlalu terlena dengan berbagai macam kebohongan bapak, baik yg tersembunyi, maupun yg terang terangan. Rakyat bisa di bodoh bodohi. Tapi ada yg di atas, yg tidak akan pernah tertipu dengan kelicikan mu"
464,2025-07-01T04:50:26Z,@bandachannel8913,Klu sampai lembong dihukum berrti hukum kacau yg perintah lolos
465,2025-07-01T04:49:51Z,@AnnaAjj333,Kemewahan salah Atasperintahatasan
466,2025-07-01T04:48:38Z,@marthenweku3254,"Apa urusan presiden ?? Si tom sudah terdesak,  sama kayak rismon
...... ngacak2 jamban orang😂😂😂😂 udah berbau taik sekalian aja fitnah....."
467,2025-07-01T04:48:31Z,@bandachannel8913,Jujur aj kah mulyono anda kan pemimpin negri Konoha pasti setiap perintah anda semua g mungkin anak buah jln sendri
468,2025-07-01T04:47:40Z,@WiraDharma-q5o,"Seret Mulyono ke jeruji besi,,, sekalian mantunya yg diincar kpk"
469,2025-07-01T04:46:08Z,@UjangMaryadi-z5n,Bagus setuju
470,2025-07-01T04:44:08Z,@sugianto3446,"Ga usah di framing sebut dengan presiden ke tujuh, cukup katakan saja Mantan presiden. berani ga mantan presiden itu di panggil, paling dia cuma jawab "" Yo Ndak Tau Saya "".
selesai...."
471,2025-07-01T04:44:05Z,@adnanmawardi2776,Indonesia krisis orang adil dan jujur untuk negeri ini
472,2025-07-01T04:42:53Z,@adnanmawardi2776,Antara orang cerdas (tom Lembong)  dan hakim (pengadil) dan Jokowi (penguasa)😂😂😂
473,2025-07-01T04:42:39Z,@MukriNabila,Jokowi biang kerok semua masalah di Indonesia
474,2025-07-01T04:42:00Z,@halusinasi245,"Percuma saja..krna pemerintahan skrg gk bakalan berani adili jokowi,pdhl sdh bnyk kasus yg menyeret nama nya."
475,2025-07-01T04:41:50Z,@adnanmawardi2776,Semoga hakim nya tidak di sogok lagi😂😂
476,2025-07-01T04:40:54Z,@dhije98,"Terendus bagi2 duitnya nih.
Ternyata perintah dia..."
477,2025-07-01T04:40:00Z,@ElisabetGinting,pal.jokowi m pak lembong negarawan y baik..tutup kasus...masih banyak koruptor lain y bisa ditangkap...bkn org2 spt ini...
478,2025-07-01T04:38:17Z,@animalfunny-1402,Tom lembong ga mungkib korupsi. Tp jd kambing hitam Elit politik..
479,2025-07-01T04:37:52Z,@memetlc2212,Periksa biar adil😮😮😮
480,2025-07-01T04:36:30Z,@wantocue651,"Ayo.. berani gak  memanggil Jokowi sebagai saksi 😂😂

Me. Yo Ndak tau kok tanya saya"
481,2025-07-01T04:34:18Z,@ElisabetGinting,"impor gula pak.lembong ga salah, pal.jokowi.jg ga salah.
kan mmg ga da aliran dana dsana...Bebaskan pak.lembong n pak jokowi..mereka sama2 negarawan...y perlu ditangkap itu y istri2nya n keluarganya  hidup hedon..."
482,2025-07-01T04:33:01Z,@Radiopublik,"Itu lah tololnya seorang mulyono
Dia mau menjebak, tapi jebakan itu terkena dia sendiri😂😂
Bravo pak tom, sehat selalu pak tom
Biarkan Mulyono menderita oleh penyakitnya"
483,2025-07-01T04:32:32Z,@mochzuber205,"pemimpin tertinggi bertanggung jawab penuh,bukan bawahan yang di korbankan yang penting jangan korupsi"
484,2025-07-01T04:31:06Z,@pungkypas125,Jadi presiden nya harus di periksa dong masak hakimnya tidak berani mundur jadi hakim saja
485,2025-07-01T04:30:20Z,@euodiamonica3116,"Tom lembong tidak bersalah.. Buka semua Pak Tom Lembong, seret semua nama2 besar.."
486,2025-07-01T04:29:05Z,@pungkypas125,Herarginya menteri kan  pembantu presiden kalau tidak ada perintah dari presiden kan gak mungkin menteri bertidak sendiri
487,2025-07-01T04:28:33Z,@katoelook,"parah sih, pentingnya pendidikan seorang pemimpin"
488,2025-07-01T04:28:25Z,@SamsungA04-z5q9p,"ITU SDH PASTI.,PERINTAH DTG DR ATAS ... BAHKAN BISA2 DIA PALING BANYAK FE NYA., SERET DIA KEPENGADILAN AGAR TAU RAKYAT SI MUKA BODO INI KELAKUANNYA ..."
489,2025-07-01T04:26:44Z,@Furqon_FZ,"Jangan tergesa"" memuji orang/ menghina orang kalau belum tahu duduk perkaranya. Ingat diri sendiri secara jujur."
490,2025-07-01T04:26:16Z,@wangsareja9402,Misi menteri adalah misi presiden itu kata presiden ke 7 dlm pidatonya
491,2025-07-01T04:25:53Z,@corneliaoen244,Bongkar saja terus Mas Tom Lembong...  gk usah takut Rakyat Dukung Keterbukaan.....
492,2025-07-01T04:24:57Z,@paudjioji7722,"Kalau bebas mah gampang,,,tapi yg terlibat gimana,,,apa mau di lupakan,,,,bebas ok tp yg terlibat harus tetap di periksa bila perlu di panggil,,,,🙏"
493,2025-07-01T04:24:11Z,@rahmayuli6356,Buka semua pak tom 👍👍
494,2025-07-01T04:23:05Z,@MujionoPangestu,Bener disuruh tp jg gak harus kau korupsi mbong... Itu intinya...
495,2025-07-01T04:18:45Z,@domorechannel-lawangm.siag9405,"BTW, RAUT WAJAH JOKOWI SEMAKIN MIRIP WAJAH ENGKOH-ENGKOH PEDAGANG KELONTONG KETURUNAN TIONGHOA DI PINGGIRAN KOTA KECAMATAN TERPENCIL!!! JADI INGAT CERITA BAMBANG TRI SOAL ASAL-USUL RIWAYAT HIDUP JOKOWI. 

WKWKWK 🤣🤣🤣"
496,2025-07-01T04:18:31Z,@pungkypas125,"Bagus pak Tom cerita apa adanya jangan pak Tom di jadikan tumbal 
Berarti kan yang salah kan pak Jokowi wong pak Tom di perintah presidennya kok masak tidak dilaksanakan ❤"
497,2025-07-01T04:18:21Z,@muchotiballamin4964,saatnya rakyat bersatu..bergerak hancurkan tirani
498,2025-07-01T04:17:16Z,@yantibong1591,Bangke emang tu si tua kurapan
499,2025-07-01T04:16:19Z,@LagaikLagaik,"Paraaah...pantesan indonesia gak maju2 malah tambah banyak hutangnya,semua2 di korupsi sm si emul biadab"
500,2025-07-01T04:16:19Z,@agungristanto-n6n,"Pak Lembong ..mending gak usah banyak omong dan jujur saja ..
Siapa perintah..dan siapa saja yang terlibat .jangan mau menderita sendirian...masak kerja team tapi sakit dan menderita sendirian..."
501,2025-07-01T04:12:59Z,@barikmuhammad1714,Budi Arie aja belum dipanggil :D
502,2025-07-01T04:09:06Z,@faizacho718,Sayangnya tdk ada yg berani panggil jkw untuk sank di peradilan
503,2025-07-01T04:08:52Z,@zeroxpro7105,"Di suruh import gula bro bener, tapi bukan di suruh korupsi bego, gak usah mengadu domba, hanya segelintir orang aja yg gagal fokus akan perkataan tom😂😂😂😂😂😂😂😂 di suruh A yg kau kerjakan Z , yg bener aja, giliran ketangkap pak Jokowi di seret² nama nya😅😅😅😅😅"
504,2025-07-01T04:07:16Z,@akunkhusus-l7x,Pantesan di pecat TDK bisa bekerja seb
505,2025-07-01T04:06:43Z,@JosephBrighton-l8y,Bongkar terus pak Tom... Krn ikan busuk itu berawal dr kepalanya
506,2025-07-01T04:04:32Z,@FairuzAttala,Ayo Indonesia bisa!!! Semakin banyak orang-orang baik!!!
507,2025-07-01T04:03:43Z,@HainuPambabu,"Yang mau dihukum itu penyalah gunaaan anggaran, yang terpenting anggaran harus bisa dipertanggungjawabkan"
508,2025-07-01T04:02:46Z,@Yo_Wise,"kalo tersengka udah menyeret nama orang lain, patut diseret juga ke meja pengadilan nama yg diseret tersebut.
jgn dibiarkan gitu aja, disini rakyat akan melihat ketegasan, keadilan dan kebenaran marwah hukum dan kepolisian."
509,2025-07-01T04:02:41Z,@AlimUdin-e6v,"Maaf itu emang di penjara / suruh tidur di hotel iya ....
Soalnya tetangga kampung saya maling ayam trus di penjara ....
Pakeanya kusut trus badanya kotor 🤷🤷😁😁😁"
510,2025-07-01T03:58:53Z,@HainuPambabu,"Tidak masalah kalau ada perintah, yang penting tidak dikorupsi,"
511,2025-07-01T03:57:59Z,@robyhayadi8184,Mulyono pea nyusahin rakyat Indonesia melihara korupsi dan pasti keluarga nya korupsi semua hukum mati Mulyono
512,2025-07-01T03:57:20Z,@officialmaulana7288,instruksi wiwi juga yakut dijadiin menag 😂😂
513,2025-07-01T03:56:42Z,@bravolee804,Ajorrrr Ajorrrrr Pejabat2 skrng
514,2025-07-01T03:56:20Z,@nanangyusuptojirinanang8580,Seret Tah c owi...udah ijasah nya palsu..dasar koplak
515,2025-07-01T03:55:59Z,@CilacapBercahaya-d9n,Pak tom harus bebas. ❤
516,2025-07-01T03:55:08Z,@Abdulkaderkader-b5t,"Permainan Para Penguasa Di Negara Ini Rakyat Sudah Cukup Mengetahui Dari Pusat Sampai Daerah Sudah Tradisi Kepala Daerah Ada Storan Dari Dinas, Presiden Storan Dari Menterinya Di Kepolisian dan Dimana-mana Hampir Sama"
517,2025-07-01T03:54:36Z,@arifsofyan1351,"Kan disuruh import agar petani  mendapatkan hasilnya, tapi malah dikorup sama Lembong."
518,2025-07-01T03:53:55Z,@enddang8247,Pak  tomlembong   ❤❤❤
519,2025-07-01T03:53:39Z,@WadiFirdaus-n3m,"1+ 1 = 3 . Itu lah rumus yang di ajarkan presiden kepada para menterinya. Kalau 1+1=2 berarti cuma buat Mentri dan buat rakyat, jatah buat presiden nya mana? Hal logis"
520,2025-07-01T03:53:15Z,@rahmatnugraha8820,Logika sederhana aja Mentri dapet tugas y dr presiden
521,2025-07-01T03:52:56Z,@ciptonotonegoro1382,❤
522,2025-07-01T03:52:48Z,@ZangarageDepok,Pengadilan yg jujur harapan warga negara yg baik. 🇮🇩🇮🇩🇮🇩
523,2025-07-01T03:51:58Z,@agussnt5984,Sumber masalah negri ini hanya 1 orang....
524,2025-07-01T03:50:14Z,@Pribadi-h5v,"Diperintah import betul,  tapi koropsi no"
525,2025-07-01T03:47:00Z,@ayahbunda1185,"Aku nggak yakin tom, jiwanya,merah putih pasti tujuan impor ingin memperkaya diri,di suruh impor gula a,eh malah impor gula kristal,yg harganya selangit ,nota dan barang nggak sesuai,grombolan anak Abah,"
526,2025-07-01T03:46:11Z,@DediWahyudi-kn8fv,Sudah ku duga..... harusnya Jokowi di hadirkan di persidangan jangan cuci tangan dan harus tanggung jawab.
527,2025-07-01T03:45:36Z,@amrizainal3935,"seharusnya Jokowi yang ditangkap dengan kebohongan yang dibuatnya selama memerintah negara ini dan mrnggunakan kekuasaan, siapa saja lawan politiknya dipenjarakannya....."
528,2025-07-01T03:44:51Z,@muhammadsafaatrahman7368,Akar korupsi emang dari kepala...
529,2025-07-01T03:44:42Z,@iMsyafei,"nah.. yekan, yekan"
530,2025-07-01T03:44:05Z,@IsmiHidayat-w9k,Tom lembong orang jujur jangan mau terseret
531,2025-07-01T03:44:02Z,@AbdurosidRosid,Y sdh jls itu pasti perintah atasan siapa atasannya y jokowilah itu nmnya lempar batu sembunyi tangan
532,2025-07-01T03:43:32Z,@uspanuddinhasibuan2122,"Kayaknya semua masyarakat taulah bahwa mentri itu pembantu presiden, mentri sebagai perpanjangan tangan mata dan telinga presiden..mentri tidak mungkin mengeluarkan kebijakkan tampa kordinasi dulu dengan presiden. Tinggal penegak hukum aja berani apa tidak utk mengusut kasus ini.  Mudah mudahan di era pak Prabowo setiap kasus kirupsi harus di usut tuntas karena telah banyak terjadi korupsi yg bernilai triliunan di zaman rezim jokowi."
533,2025-07-01T03:41:34Z,@Ruadhi,Bumerang pelanda cungkring 😂😂😂😂😂
534,2025-07-01T03:39:28Z,@anesbarnes3116,"Ya iyalah si kampret mau nyalahin orang cuci tangan.. 
Emang setaannn si joker"
535,2025-07-01T03:38:02Z,@Kramfal,Smoga dsmbar petir buat hakim yg kg beriman
536,2025-07-01T03:37:23Z,@sahransaid3425,Dastpembohongplongaplongo
537,2025-07-01T03:35:56Z,@IisSupiasih,Harus sered jokowie janga ngumpet
538,2025-07-01T03:35:40Z,@dwar81,"Jokowi harus dihadirkan dalam sidang, kalau sehat"
539,2025-07-01T03:33:03Z,@petruk-mg8ln,Hebatnya doktrin yg tidak berpihak jokowi adalah team abah.
540,2025-07-01T03:31:05Z,@jargankreato5673,"ayo usut terus pa jokowi, dari luar terlihat sederhana padahal rakus dan korup !"
541,2025-07-01T03:30:43Z,@syahirstiyana4204,Ujung2nya jokowi lgi
542,2025-07-01T03:29:45Z,@abankucay544,"pkonya maraknya korupsi paling buruk, dan menteri"" paling bangsat di era joki,dan dikendalikan partai kebo,"
543,2025-07-01T03:29:38Z,@alfarohFaroh,"sijokowiitulebihsukapenjarakanorangdansudaahbanyaakkorbaandinegeriinidasar2jokowiitu
otakibliisbeliis"
544,2025-07-01T03:29:27Z,@mujijaya3388,"mentri d printah presiden dah seharusnya untuk menutup kekurangan kekurangan dan tidak oper,, tapi bukan untuk korupsi"
545,2025-07-01T03:29:14Z,@jebenkchannelcreative6504,😂 jokowi lagi ... jokowi lagi😂😂 biang masalah ni orang....patut di tangkap dan adili. .. 😂
546,2025-07-01T03:28:58Z,@muhamadnur4807,Iyalah ga mungkin. Mulyono ga tahu...bodoh bgt
547,2025-07-01T03:27:09Z,@mmerrif3289,Naah jelas kaan...Ikan busuk dari kepalanya..!!
548,2025-07-01T03:26:23Z,@didihambali6231,"Ya dari dulu emang Mulyono otaknya,masalahnya dia kan dulu masih berkuasa bisa memainkan politiknya yg kotor"
549,2025-07-01T03:25:49Z,@ErnaYunanti,Pastilah JK yg setujui tdk mungkin menterinya berani.. panggil JW utk diperiksa . Jw  banyak banget msl.. pantes jd stres.
550,2025-07-01T03:25:46Z,@RafasyaGuseri,kalau bener jokowi terlibat pasti tomlembong di lindungi dan pasti akan trs berada di sampingnya
551,2025-07-01T03:25:39Z,@rindupertiwi5815,Kalo gitu pak Joko harus kasih penjelasan 😊
552,2025-07-01T03:24:18Z,@seemmoon1631,Jika impor gula atas perintah Jokowi maka tidak ada tindak pidana sebab diperintah oleh presiden.Jadi perkara ini ditutup.Tapi jika perintah presiden Jokowi itu bermasakah maka presiden Jokowi harus dijadikan tetsangka juga???
553,2025-07-01T03:22:56Z,@rhayyangvary9072,Semua kekacauan yg terjadi selama  10 tahun atas perintah Pinokio
554,2025-07-01T03:22:31Z,@misbahsiregar3742,"Penugasan impor gula biar menstabil harga gula itu kata Lembong,bukan di suruh korupsi"
555,2025-07-01T03:16:28Z,@FirmansyahFirman-m3u,Berani jujur itu hebat
556,2025-07-01T03:16:16Z,@Jarum47,Waduh .....
557,2025-07-01T03:13:20Z,@__die2799,Jokuwi pernah bilang : menteri bekerja atas perintah presiden!!!
558,2025-07-01T03:11:47Z,@almidenhenry,Selidiki 8 perusahaan tersebut ! Siapa saja yg disuap !
559,2025-07-01T03:09:11Z,@gundalajovi,Semua sda terbuka maka tak nggal pemerintah mmapuhkah menjalankan Hukum di Indonesia.
560,2025-07-01T03:08:41Z,@Channel-mypro,PENJARAKAN JKW
561,2025-07-01T03:08:34Z,@DadaMarjaya-n9y,pa.lembong.jngan.mau.jdi.tumbalnya.jokowi.buka.ajah.yg.jujur.supaya.rakyat.indonesia.tau.siapa.jkw.
562,2025-07-01T03:08:24Z,@JabrigJenggot,"Satu satunya mantan Presiden RI yg Hidupnya tidak tenang,,tidak damai menikmati masa tua,, tidak damai menikmati masa pensiun Adalah Jokowi. Jokowi berpolemik terus,, Jokowi bikin gaduh terus."
563,2025-07-01T03:08:05Z,@YusufKarim-x7b6i,"Klu Jokowi bilang lakukan
impor gula tdk masalah
yg jadi masalah adalah 
impor gula,,,salah/tdk sesuai
dgn jumlah gula yg diimpor
sehingga merugikan negara
dan rakyat,,sehingga
(Uangnya diambil yg ) (menangani impor gula)"
564,2025-07-01T03:06:36Z,@LiaAmalia-v3o,Gile yee...dmn² mulyono😅
565,2025-07-01T03:05:32Z,@InaLia-d8w,Periksa jokowi
566,2025-07-01T03:05:24Z,@dijeytongchannel9690,Yg mmerintah shrsnya yg dipenjarakn. Beranikah?
567,2025-07-01T03:03:10Z,@DorialamSitumorang,Ya Tuhan makanya gula mahal
568,2025-07-01T03:02:58Z,@thomasshelby1266,"korban politik pemerintah ,sma sperti tan malaka"
569,2025-07-01T03:01:11Z,@KangmasHarno0908,Mana nih ternak mulyono..😂😂😊
570,2025-07-01T03:00:35Z,@patem97,Emg semuanya dia.....yg skrg msh jd pjbt aj klo mau bisa d usut...mkny sowan trs ke olos...
571,2025-07-01T02:58:15Z,@karmudji583,"KALAU PAK TOM LEMBONG DI PERINTAH ATASAN YA PASTI DILAKSAKAN TINGGAL KAPOLRI BERANI NGGAK MENANGKAP ORANG SALAH ITU KL NGGAK BERANI SERAHKAN KE TNI DAN JAKSA, HAKIM POLISI MELITER. INGAT KEJUJURAN MILIK GUSTI ALLAH SWT."
572,2025-07-01T02:57:58Z,@oyibpasjek,"Mereka ga bakalan berani tanpa seijin atasanya, madah""an pak Jokowi bisa hadir ."
573,2025-07-01T02:57:33Z,@daviddarmawan4222,"Semua petani, peternak, dan hasil bumi Indonesia bangkrut hanya gara2 2 orang yaitu Jokowi dan Luhut. Krn yg mereka pikirkan bukan demi kemakmuran rakyat tp demi perut pribadi"
574,2025-07-01T02:56:57Z,@lutfila2040,Hakim melempem.
575,2025-07-01T02:56:10Z,@DedyHebat,Tangkap Jokowi
576,2025-07-01T02:53:54Z,@ObiTofandi-d1m,Nama nya juga Mentri pasti donk yg peritah presiden. Laku knapa anda korupsi tom Lembong..
577,2025-07-01T02:51:38Z,@IntanRegina-w2l,"Ayo bongkar terus kebusukan Jokowi rakyat bahagia kalau Jokowi masuk penjara. Apalagi mati di penjara. 
Wahai rakyat jangan takut dengan jokowi."
578,2025-07-01T02:50:05Z,@anjarrahmulyono6134,"Klo seorang menteri bikin peraturan pasti harus ijin sm pimpinan atasnya menteri,beda lagi klo menteri minta komisi pasti atasan menteri gk tau"
579,2025-07-01T02:48:47Z,@ollasigit1869,"Gk ada bnr y mulyono .. tamak  bnr jd org , dzolim .. biar hukum Allah yg berlaku."
580,2025-07-01T02:48:19Z,@handonojati9911,"Siapapun yang disebutkan dalam fakta persidangan wajib  dipanggil dipersidangan termasuk Jokowi!! 
Semoga keadilan berpihak kepada Tom Lembong🤲"
581,2025-07-01T02:46:43Z,@BajingGunung,"Hadirkan manusia nya, harus bertanggung jawab, jangan mau jadi korban Pa, anda sebagai anak buah , atasan anda yg harus di seret"
582,2025-07-01T02:46:36Z,@sapriadiemsa6104,Harus nya  menteri   setiap  bicara  dgn  presiden  di rekam  sendiri  biar  presiden  nyaa   tdk  cuci  tangan  klo  sdh  selesai  menjabat
583,2025-07-01T02:46:35Z,@danielkristiono7259,Perintahnya seperti apa.?
584,2025-07-01T02:44:01Z,@Haryoso-p1g,Perintah impor oleh Presiden kan gak apa2 yg penting kan gak printah korupsi mesti di pahami
585,2025-07-01T02:43:18Z,@wawansetiawan4890,Mantap pak tom
586,2025-07-01T02:43:13Z,@tukanglas_DD26,"Seret jebloske,,"
587,2025-07-01T02:42:00Z,@galihfirmansyah3159,"Kasus yg aneh, dia yg nyuruh dia yg menjarahin org owi owi

Scr logika aja gk mungkin se org mentri tdk berkooridnasi dg presiden ats kebijakannya,apalagi ini soal import....aneh"
588,2025-07-01T02:41:12Z,@RofiqGustaman,Mentri punya atasan maka tidak mungkin Mentri mengambil keputusan sendiri bukankah seperti itu struktur prosedur nya
589,2025-07-01T02:41:09Z,@kipotromenggolo5651,Ooo ada perintahnya ?? Masalahnya nanti dibilang fitnah oleh  penghuni bon bin nya?? 😇😇😇🤪🤪
590,2025-07-01T02:40:56Z,@SersanSatu-z9n,Nah buka aja semuanya
591,2025-07-01T02:40:20Z,@SersanSatu-z9n,Aduh pantesan yang korup adem adem bae di bui cuma hitungan hari.oh pejabat Indonesia😢😢
592,2025-07-01T02:40:09Z,@SersanSatu-z9n,Aduh pantesan yang korup adem adem bae di bui cuma hitungan hari.oh pejabat Indonesia😢😢
593,2025-07-01T02:39:21Z,@power9046-h1o,"Perintah import tapi tidk perintah di korup😂😂😂 
. Semua perintah presiden tapi jangan di korup di markup dong menteri2"
594,2025-07-01T02:38:08Z,@YennyRiyanti,Ayo bongkar semua pucuk-pucuk yang bikin sengsara rakyat
595,2025-07-01T02:35:55Z,@SastroNenggolo,"Buktikan saja kalau memang pak Jokowi kasih perintah, pasti ada Surat Perintah nya. Kalau tidak ada Tom Lembong sdh melakukan FITNAH. Tambah lagi hukumannya, agar berjamur dalam penjara."
596,2025-07-01T02:32:17Z,@izze_band,"Kan udeh gw bilang jokowi itu biangnya,"
597,2025-07-01T02:31:27Z,@OscarSihotang-v6p,Apa hakim ada ke beranian  menjerat Jokowi dlm kasus import gula yg di lakukan oleh Tom Lembong.
598,2025-07-01T02:31:23Z,@MalikIrawan-rz8ck,"karena import gula,seluruh wajah jokowi,terdapat luka diabetes"
599,2025-07-01T02:30:58Z,@Wahbroow,Oh ternyata😂
600,2025-07-01T02:30:37Z,@riskylaode8786,Jokowi=HAMA
601,2025-07-01T02:30:23Z,@ZulAmri-k5q,Jokowi mana mau ngaku   nih para Projo bazer  penjilat geng solo. Pasti. Bilang. Pernyataan timlembong ituh pitnah meng ada ada  😂😂😂
602,2025-07-01T02:29:54Z,@achmadfauzi217,"Seret jokowi pake motor mulai dari sabang sampai merauke.
Presiden indonesia paling memalukan sepanjang sejarah NKRI."
603,2025-07-01T02:28:50Z,@rainza0162,Tomlembong ini bekawan dgn anis yg org merasa skt hati dgn pak jokowi termasuk lembong jd bgmn pak jokowi dgn alasan perintah pd hal pekerjaan itu sepenuhnya tanggung jwb lembong
604,2025-07-01T02:27:17Z,@parangsalawaku8302,JOKOWI INI HARUS DITANGKAP....DAYA RUSAKNYA TINGGI
605,2025-07-01T02:26:52Z,@SamsonJangkar,Rakus
606,2025-07-01T02:25:34Z,@9channel690,Ayo HAKIM gajinya udah naik 280% kasih hukuman yang bener
607,2025-07-01T02:24:37Z,@kunadilien511,"Kan ga ada visi misi Mentri, yg ada visi misi presiden,, mbuleeet AE si mul kieh,,,"
608,2025-07-01T02:24:29Z,@achmadjunaidi2748,Semua mantan menteri perdagangan harus di panggil apa mereka semua atas perintah Jokowi
609,2025-07-01T02:21:35Z,@herisutandyo6394,Paling Jokowi mangkir alasan sakit dan klu ditanya paling jawabnya dah pasti bilang saya tdk tau koq nanya saya😅
610,2025-07-01T02:19:59Z,@tanyuke4380,Salahnya dimna dgn perintah pak presiden??
611,2025-07-01T02:19:00Z,@subagyosubagyo7154,"Memang semua korupsi Otaknya Jokowi tinggal pk Wo berani apa tdk seret dan periksa Jokowi ,kalau pidato tegas tapi begitu mau memanggil koruptor menjadi,lebay bahkan letoy jgn Omon2 trs bosen"
612,2025-07-01T02:18:13Z,@Ainul-t7l,Mbelek gak bakalan jokowi dipanggil.
613,2025-07-01T02:18:02Z,@Pede-q6t,Nasib tom Lembong dapat perintah dari Jokowi Tan tidak bisa memenuhi kemauan Jokowi. Cerita begini sama dengan orang orang yang bernasib sama dicoba  diperalat Jokowi.
614,2025-07-01T02:18:01Z,@atoksusanto9363,"Import gula , import beras jutaan Ton bisnis yang untung nya Trilyunan oleh kartel dan mafia.
yang rugi= petani se Indonesia ribuan Trilyun"
615,2025-07-01T02:17:51Z,@AchmadFaishol-p4t,segera adili mulyono biang kerok semua masalah !
616,2025-07-01T02:16:41Z,@jasimalfatir8463,Dari penjelasan tom lembong seorang  jokowi adalah persiden yang sangat memikirkan rakyatnya.
617,2025-07-01T02:15:52Z,@wartiyemtiyem-o8p,"Sok"" an yg tdk tau op"" kok d sangkut pautkan daar lcikmu munafikmu mbong lembong"
618,2025-07-01T02:15:26Z,@junaedidarto,Mulyono occrp
619,2025-07-01T02:15:19Z,@darsonouplut536,"Apapun yang terjadi, tak akan ada yang berani nyentuh jokowi"
620,2025-07-01T02:15:08Z,@jun9769,"Tugas menteri kan membantu Presiden, maka Presidenlah yg bertanggung jawab"
621,2025-07-01T02:14:02Z,@princesshaura3531,"Iya lah bro kan pak lembong pembantunya pak pres, pasti keputusan apapun atas persetujuan atau arahan bosnya."
622,2025-07-01T02:12:10Z,@AhmadKari-s2m,Tumpul keatas tajam kebawah
623,2025-07-01T02:11:16Z,@YuniSuprapti-e3y,"Kami  masyarakat hanya percaya kepada orang yg bekerja buat rakyat dan di rasakan masyarakat umumnya,Sehat sllu Bapak Jokowi ❤"
624,2025-07-01T02:10:49Z,@PTkuroiwaindonesia,"Tom Lembong benar. Jokowi suka menjebak orang2 agar kemudian hari orang2 yang di jebaknya harus tunduk dan ikut perintah dia
Yang menekntang jadilah seperti Tom Lembong"
625,2025-07-01T02:09:54Z,@Hasyifahandita14,"Dugaan korupsi,, berapa laa kerugiannya? Ini kasusu titipan😂😂"
626,2025-07-01T02:09:46Z,@abdulmarkos4177,"Hukum mati aj pak pantesan harga,,harga ,, ga pernah murah itu nama ny mentri maling  pak sa,at rakyat miskin ,, dia uang ny triliyunan"
627,2025-07-01T02:06:33Z,@DatukMelayu-c7r,"JERUJI BESI ITU DINGIN   .. KANG 
KARENA NYA AJAK TEMAN TEMAN MU
BIAR SATU RASA SATU DERITA
AGUS S SINGA TERBANGUN KETUA SEKOLAH TINGGI"
628,2025-07-01T02:06:03Z,@Cahaya1825,*Binatang maling.*
629,2025-07-01T02:04:45Z,@maschimpol,kalo atas suruhan jokowi mang harus korupsu
630,2025-07-01T02:04:40Z,@bolang_ribuankm,"ijazah palsu aja sekuat itu sebanyak itu yg melindungi Mulyono, nah sekarang pengadilan tipikor berani kah?
bisa kah?

negara ini dipertaruhkan cuma buat seorang bernama mulyono, sekacau itu kopi hitamnya"
631,2025-07-01T02:04:32Z,@pujowibowo7381,Semua kejahatan korupsi di era Mulyono di bekingi oleh Mulyono sendiri
